[CoreLog] Finished initialisation of engine
[Log] Main ID: 1222155269
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 27
[Log] Elapsed Seconds 2
[Log] Elapsed Seconds 11
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 100
[Log] Elapsed Seconds 2
[Log] Elapsed Seconds 12
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
